InstitutionID,SecurityTicker,SharesHeld,ReportDate
001XDJ-E,UNP,1397701,20061231
001XDJ-E,UNP,242771,20070331
001XDJ-E,UNP,31700,20070630
001XDJ-E,UNP,31700,20070930
001XDJ-E,UNP,26000,20071231
001XDJ-E,IWD,31059,20071231
001XDJ-E,SWY,132000,20061231
001XDJ-E,SWY,63600,20070331
001XDJ-E,SWY,57100,20070630
001XDJ-E,SWY,57100,20070930
001XDJ-E,MO,220570,20070630
001XDJ-E,MO,218665,20070930
001XDJ-E,MO,229300,20071231
001XDJ-E,OCR,199702,20070630
001XDJ-E,OCR,127100,20070930
001XDJ-E,OCR,392200,20071231
001XDJ-E,MEE,219100,20061231
001XDJ-E,MEE,210100,20070331
001XDJ-E,MEE,188800,20070630
001XDJ-E,MEE,273800,20070930
001XDJ-E,MEE,195900,20071231
001XDJ-E,CYH,189500,20061231
001XDJ-E,CYH,127900,20070331
001XDJ-E,CYH,64500,20070630
001XDJ-E,CYH,40400,20070930
001XDJ-E,LXK,105700,20061231
001XDJ-E,LXK,99300,20070331
001XDJ-E,LXK,89300,20070630
001XDJ-E,LXK,139300,20070930
001XDJ-E,LXK,108900,20071231
001XDJ-E,NOC,1971313,20061231
001XDJ-E,NOC,373496,20070331
001XDJ-E,NOC,299188,20070630
001XDJ-E,NOC,268275,20070930
001XDJ-E,NOC,254909,20071231
001XDJ-E,TDW,88500,20061231
001XDJ-E,TDW,264520,20070331
001XDJ-E,TDW,185015,20070630
001XDJ-E,TDW,89200,20070930
001XDJ-E,TDW,422240,20071231
001XDJ-E,MDLZ,498435,20070630
001XDJ-E,MDLZ,541175,20070930
001XDJ-E,MDLZ,749335,20071231
001XDJ-E,WYN,58690,20061231
001XDJ-E,WYN,56190,20070331
001XDJ-E,WYN,50550,20070630
001XDJ-E,WYN,50550,20070930
001XDJ-E,WYN,128050,20071231
001XDJ-E,TRI.XX1,2775273,20061231
001XDJ-E,SVU,1757422,20061231
001XDJ-E,XL,291984,20070331
001XDJ-E,XL,240303,20070630
001XDJ-E,XL,216203,20070930
001XDJ-E,XL,301122,20071231
001XDJ-E,FOXA,915738,20071231
001XDJ-E,WMT,448737,20071231
001XDJ-E,HD,3239392,20061231
001XDJ-E,HD,478256,20070331
001XDJ-E,HD,384575,20070630
001XDJ-E,HD,369368,20070930
001XDJ-E,MCD,84388,20061231
001XDJ-E,MCD,61888,20070331
001XDJ-E,HIG,1818981,20061231
001XDJ-E,HIG,329148,20070331
001XDJ-E,HIG,192174,20070630
001XDJ-E,HIG,89100,20070930
001XDJ-E,CB.XX2,155700,20061231
001XDJ-E,CB.XX2,550052,20070331
001XDJ-E,CB.XX2,451907,20070630
001XDJ-E,CB.XX2,431428,20070930
001XDJ-E,CB.XX2,430022,20071231
001XDJ-E,COV,48625,20070930
001XDJ-E,TEVA,201133,20061231
001XDJ-E,TEVA,615493,20070331
001XDJ-E,TEVA,515841,20070630
001XDJ-E,TEVA,473008,20070930
001XDJ-E,RSHCQ,202900,20061231
001XDJ-E,JCI,225900,20061231
001XDJ-E,JCI,216700,20070331
001XDJ-E,JCI,194500,20070630
001XDJ-E,JCI,48625,20070930
001XDJ-E,JCI,353547,20071231
001XDJ-E,MWV,5730567,20061231
001XDJ-E,MWV,207450,20070331
001XDJ-E,MWV,186050,20070630
001XDJ-E,MWV,186050,20070930
001XDJ-E,S.XX1,4160300,20061231
001XDJ-E,S.XX1,1108098,20070331
001XDJ-E,S.XX1,958929,20070630
001XDJ-E,S.XX1,228703,20070930
001XDJ-E,TRV,4652235,20061231
001XDJ-E,TRV,133610,20070331
001XDJ-E,WMB,139300,20061231
001XDJ-E,WMB,60700,20070331
001XDJ-E,WMB,54377,20070630
001XDJ-E,WMB,54377,20070930
001XDJ-E,LEN,110300,20061231
001XDJ-E,LEN,105800,20070331
001XDJ-E,LEN,107000,20070630
001XDJ-E,LEN,107000,20070930
001XDJ-E,CTX.XX1,108900,20061231
001XDJ-E,CTX.XX1,525332,20070331
001XDJ-E,CTX.XX1,340507,20070630
001XDJ-E,CTX.XX1,105600,20070930
001XDJ-E,XOM,441616,20071231
001XDJ-E,TEL,48625,20070930
001XDJ-E,PFE,9583815,20061231
001XDJ-E,PFE,1410249,20070331
001XDJ-E,PFE,1166059,20070630
001XDJ-E,PFE,1254087,20070930
001XDJ-E,PFE,829791,20071231
001XDJ-E,H.XX1,114575,20061231
001XDJ-E,H.XX1,89275,20070331
001XDJ-E,WAMUQ,5039470,20061231
001XDJ-E,WAMUQ,800000,20070331
001XDJ-E,WAMUQ,579914,20070630
001XDJ-E,WAMUQ,583433,20070930
001XDJ-E,WAMUQ,425300,20071231
001XDJ-E,NWL,178600,20061231
001XDJ-E,UTX,1923000,20061231
001XDJ-E,UTX,349133,20070331
001XDJ-E,UTX,305046,20070630
001XDJ-E,UTX,299839,20070930
001XDJ-E,UTX,292422,20071231
001XDJ-E,M,3116017,20061231
001XDJ-E,M,545829,20070331
001XDJ-E,M,571646,20070630
001XDJ-E,M,644775,20070930
001XDJ-E,M,154400,20071231
001XDJ-E,MER,29767,20061231
001XDJ-E,DFS,60900,20070930
001XDJ-E,AET,3267668,20061231
001XDJ-E,AET,555389,20070331
001XDJ-E,AET,342687,20070630
001XDJ-E,AET,341136,20070930
001XDJ-E,AET,458255,20071231
001XDJ-E,COP,3158704,20061231
001XDJ-E,COP,437681,20070331
001XDJ-E,COP,362826,20070630
001XDJ-E,COP,333117,20070930
001XDJ-E,COP,347129,20071231
001XDJ-E,SSCCQ,200000,20061231
001XDJ-E,SSCCQ,383300,20070331
001XDJ-E,SSCCQ,344300,20070630
001XDJ-E,SSCCQ,419300,20070930
001XDJ-E,SSCCQ,615600,20071231
001XDJ-E,HSH,212700,20061231
001XDJ-E,HSH,206700,20070331
001XDJ-E,HSH,192500,20070630
001XDJ-E,HSH,192500,20070930
001XDJ-E,PSD,568635,20070930
001XDJ-E,CMCSA,258250,20061231
001XDJ-E,CMCSA,387375,20070331
001XDJ-E,CMCSA,287800,20070630
001XDJ-E,CMCSA,281400,20070930
001XDJ-E,CB,95850,20061231
001XDJ-E,CB,91550,20070331
001XDJ-E,CB,243953,20070630
001XDJ-E,CB,266835,20070930
001XDJ-E,CB,133800,20071231
001XDJ-E,CVX,3757080,20061231
001XDJ-E,CVX,590767,20070331
001XDJ-E,CVX,487822,20070630
001XDJ-E,CVX,408836,20070930
001XDJ-E,CVX,295157,20071231
001XDJ-E,JBL,75000,20061231
001XDJ-E,JBL,551797,20070331
001XDJ-E,JBL,533910,20070630
001XDJ-E,JBL,220283,20070930
001XDJ-E,IBM,3126917,20061231
001XDJ-E,IBM,440637,20070331
001XDJ-E,IBM,260436,20070630
001XDJ-E,IBM,213506,20070930
001XDJ-E,IBM,145009,20071231
001XDJ-E,CMCSK,10300,20061231
001XDJ-E,CMCSK,15450,20070331
001XDJ-E,CMCSK,10000,20070630
001XDJ-E,CMCSK,10000,20070930
001XDJ-E,OXY,317667,20070331
001XDJ-E,OXY,256983,20070630
001XDJ-E,OXY,151753,20070930
001XDJ-E,OXY,146517,20071231
001XDJ-E,JPM,5327352,20061231
001XDJ-E,JPM,1000987,20070331
001XDJ-E,JPM,826924,20070630
001XDJ-E,JPM,750419,20070930
001XDJ-E,JPM,600563,20071231
001XDJ-E,GNW,400883,20070930
001XDJ-E,GNW,1111642,20071231
001XDJ-E,PPL,193800,20061231
001XDJ-E,PPL,186100,20070331
001XDJ-E,PPL,167600,20070630
001XDJ-E,PPL,167600,20070930
001XDJ-E,AA,246400,20061231
001XDJ-E,AA,727875,20070331
001XDJ-E,AA,359237,20070630
001XDJ-E,AA,387985,20070930
001XDJ-E,AA,499761,20071231
001XDJ-E,GE,7528689,20061231
001XDJ-E,GE,1226815,20070331
001XDJ-E,GE,882343,20070630
001XDJ-E,GE,993027,20070930
001XDJ-E,GE,1156016,20071231
001XDJ-E,KND,124100,20061231
001XDJ-E,APC,3248429,20061231
001XDJ-E,APC,476781,20070331
001XDJ-E,APC,411101,20070630
001XDJ-E,APC,457800,20070930
001XDJ-E,APC,4743,20071231
001XDJ-E,T,4619454,20061231
001XDJ-E,T,862280,20070331
001XDJ-E,T,776313,20070630
001XDJ-E,T,763521,20070930
001XDJ-E,T,771065,20071231
001XDJ-E,CNP,564214,20071231
001XDJ-E,OI,297000,20061231
001XDJ-E,OI,182700,20070331
001XDJ-E,OI,76000,20070630
001XDJ-E,OI,51100,20070930
001XDJ-E,BAC,3404448,20061231
001XDJ-E,BAC,971365,20070331
001XDJ-E,BAC,869008,20070630
001XDJ-E,BAC,855064,20070930
001XDJ-E,BAC,784975,20071231
001XDJ-E,CBS,301882,20070630
001XDJ-E,CBS,290291,20070930
001XDJ-E,AMAT,668323,20070630
001XDJ-E,AMAT,705682,20070930
001XDJ-E,AMAT,1522197,20071231
001XDJ-E,DOW,3637168,20061231
001XDJ-E,DOW,628409,20070331
001XDJ-E,DOW,374185,20070630
001XDJ-E,DOW,368202,20070930
001XDJ-E,BEAM,1582801,20061231
001XDJ-E,BEAM,19300,20070331
001XDJ-E,BEAM,11500,20070630
001XDJ-E,BEAM,11500,20070930
001XDJ-E,VZ,284900,20061231
001XDJ-E,VZ,788242,20070331
001XDJ-E,VZ,503777,20070630
001XDJ-E,VZ,491525,20070930
001XDJ-E,VZ,405554,20071231
001XDJ-E,TKR,245110,20070630
001XDJ-E,TKR,298674,20070930
001XDJ-E,TKR,678698,20071231
001XDJ-E,PG,435789,20070331
001XDJ-E,PG,469953,20070630
001XDJ-E,PG,448427,20070930
001XDJ-E,PG,373889,20071231
001XDJ-E,MS,150940,20061231
001XDJ-E,MS,140740,20070331
001XDJ-E,MS,126640,20070630
001XDJ-E,MS,332523,20070930
001XDJ-E,MS,522395,20071231
001XDJ-E,AIG,83000,20070331
001XDJ-E,AIG,131350,20070630
001XDJ-E,AIG,131350,20070930
001XDJ-E,AIG,192550,20071231
001XDJ-E,CMA,129100,20061231
001XDJ-E,CMA,120200,20070331
001XDJ-E,CMA,107600,20070630
001XDJ-E,CMA,107600,20070930
001XDJ-E,TXN,2503219,20061231
001XDJ-E,TXN,402663,20070331
001XDJ-E,TXN,322247,20070630
001XDJ-E,TXN,311142,20070930
001XDJ-E,KEY,119050,20061231
001XDJ-E,KEY,54750,20070331
001XDJ-E,KEY,49250,20070630
001XDJ-E,KEY,49250,20070930
001XDJ-E,GPS,6029706,20061231
001XDJ-E,CAH,2487028,20061231
001XDJ-E,CAH,180356,20070331
001XDJ-E,CAH,62700,20070630
001XDJ-E,CAH,59200,20070930
001XDJ-E,C,6010072,20061231
001XDJ-E,C,1058288,20070331
001XDJ-E,C,867064,20070630
001XDJ-E,C,806997,20070930
001XDJ-E,C,1148247,20071231
001XDJ-E,JNJ,1900125,20061231
001XDJ-E,JNJ,325559,20070331
001XDJ-E,JNJ,303546,20070630
001XDJ-E,JNJ,319563,20070930
001XDJ-E,JNJ,286658,20071231
001XDJ-E,RCL,341459,20070331
001XDJ-E,RCL,484814,20070630
001XDJ-E,RCL,571793,20070930
001XDJ-E,RCL,567565,20071231
001XDJ-E,AMGN,314404,20070930
001XDJ-E,AMGN,176800,20071231
001XDJ-E,EDS.XX1,5829296,20061231
001XDJ-E,EDS.XX1,890323,20070331
001XDJ-E,EDS.XX1,638173,20070630
001XDJ-E,EDS.XX1,1026885,20070930
001XDJ-E,EDS.XX1,1594715,20071231
001XDJ-E,FE,2317761,20061231
001XDJ-E,FE,309887,20070331
001XDJ-E,FE,237089,20070630
001XDJ-E,FE,211738,20070930
001XDJ-E,FE,3198,20071231
001XDJ-E,PTV,78400,20061231
001XDJ-E,PTV,61700,20070331
001XDJ-E,PTV,55384,20070630
001XDJ-E,PTV,54284,20070930
001XDJ-E,PTV,311484,20071231
001XDJ-E,HPQ,49200,20061231
001XDJ-E,HPQ,49200,20070331
001XDJ-E,HPQ,42800,20070630
001XDJ-E,MYL,789000,20071231
001XDJ-E,SCG,562015,20071231
001XDJ-E,EKDKQ,8671557,20061231
001XDJ-E,EKDKQ,897488,20070331
001XDJ-E,EKDKQ,693948,20070630
001XDJ-E,EKDKQ,291400,20070930
001XDJ-E,L,4041715,20061231
001XDJ-E,L,178648,20070331
001XDJ-E,TGNA,2105654,20061231
001XDJ-E,UNM,293550,20061231
001XDJ-E,UNM,281750,20070331
001XDJ-E,UNM,185550,20070630
001XDJ-E,UNM,145550,20070930
001XDJ-E,UNM,149950,20071231
001XDJ-E,WB.XX1,4689397,20061231
001XDJ-E,WB.XX1,845251,20070331
001XDJ-E,WB.XX1,591358,20070630
001XDJ-E,WB.XX1,605924,20070930
001XDJ-E,MSI,224600,20061231
001XDJ-E,MSI,326700,20070331
001XDJ-E,MSI,293131,20070630
001XDJ-E,MSI,360931,20070930
001XDJ-E,MSI,603031,20071231
001XDJ-E,FMCC,2845049,20061231
001XDJ-E,FMCC,255084,20070331
001XDJ-E,FMCC,119400,20070630
001XDJ-E,FMCC,119400,20070930
001XDJ-E,FMCC,456772,20071231
001XDJ-E,CCTYQ,1749100,20071231
001XDJ-E,WYE,163900,20061231
001XDJ-E,WYE,447501,20070331
001XDJ-E,WYE,360764,20070630
001XDJ-E,WYE,529526,20070930
001XDJ-E,WYE,487279,20071231
002108-E,ACS,35500,20061231
002108-E,BOKF,1350,20070930
002108-E,BOKF,1350,20071231
002108-E,BOKF,1350,20080331
002108-E,NLY,375,20080331
002108-E,UNP,89507,20061231
002108-E,UNP,85727,20070331
002108-E,UNP,84291,20070630
002108-E,UNP,82826,20070930
002108-E,UNP,77686,20071231
002108-E,UNP,76771,20080331
002108-E,NRT,6020,20070930
002108-E,NRT,5970,20071231
002108-E,NRT,5920,20080331
002108-E,KB,10,20071231
002108-E,ABC,19,20071231
002108-E,LB,930661,20061231
002108-E,LB,1023555,20070331
002108-E,LB,1011720,20070630
002108-E,LB,924506,20070930
002108-E,LB,898313,20071231
002108-E,LB,738669,20080331
002108-E,BDV,1350,20070930
002108-E,BDV,1350,20071231
002108-E,BDV,1350,20080331
002108-E,SZEZY,2350,20070930
002108-E,HRC,250,20070930
002108-E,NTY,18,20071231
002108-E,DD,512098,20061231
002108-E,DD,518396,20070331
002108-E,DD,509294,20070630
002108-E,DD,508515,20070930
002108-E,DD,469786,20071231
002108-E,DD,423735,20080331
002108-E,HPC,1850,20070930
002108-E,HPC,1850,20071231
002108-E,HPC,1850,20080331
002108-E,TKC,20,20071231
002108-E,HMA,642,20070930
002108-E,CPB,55,20071231
002108-E,WFM,28080,20061231
002108-E,WFM,49730,20070331
002108-E,WFM,49400,20070630
002108-E,WFM,49400,20070930
002108-E,WFM,46200,20071231
002108-E,WFM,49315,20080331
002108-E,MFE,49,20070930
002108-E,LLL,3805,20061231
002108-E,LLL,2950,20070331
002108-E,LLL,2400,20070630
002108-E,LLL,4600,20070930
002108-E,LLL,4622,20071231
002108-E,LLL,4600,20080331
002108-E,AEM,400,20070930
002108-E,EL,78,20070930
002108-E,BBVA,1960,20071231
002108-E,BBVA,1960,20080331
002108-E,WWY,20420,20061231
002108-E,WWY,19362,20070331
002108-E,WWY,19437,20070630
002108-E,WWY,19437,20070930
002108-E,WWY,19362,20071231
002108-E,WWY,7362,20080331
002108-E,IBN,307,20071231
002108-E,IBN,300,20080331
002108-E,SWY,200,20070930
002108-E,SWY,200,20071231
002108-E,SWY,200,20080331
002108-E,BPL,30100,20061231
002108-E,BPL,31950,20070331
002108-E,BPL,39150,20070630
002108-E,BPL,38450,20070930
002108-E,BPL,38650,20071231
002108-E,BPL,35850,20080331
002108-E,BDK,41280,20061231
002108-E,BDK,9330,20070331
002108-E,BDK,9110,20070630
002108-E,BDK,9010,20070930
002108-E,BDK,9010,20071231
002108-E,BDK,8560,20080331
002108-E,PTGCY,44,20071231
002108-E,GPRO.XX1,71,20071231
002108-E,ECA,4055,20070331
002108-E,ECA,4055,20070630
002108-E,ECA,4055,20070930
002108-E,ECA,4055,20071231
002108-E,ECA,4015,20080331
002108-E,PRU,18,20071231
002108-E,PRU,18,20080331
002108-E,MO,3825,20061231
002108-E,MO,3755,20070331
002108-E,MO,3585,20070630
002108-E,MO,3975,20070930
002108-E,MO,3863,20071231
002108-E,MO,1739,20080331
002108-E,PCP,42,20071231
002108-E,USG,448,20080331
002108-E,NFLX,203,20080331
002108-E,PPDI,480,20070930
002108-E,PPDI,480,20071231
002108-E,LMT,56,20070930
002108-E,LMT,73,20071231
002108-E,LMT,56,20080331
002108-E,HCC,30,20071231
002108-E,GPC,1700,20070930
002108-E,GPC,1700,20071231
002108-E,GPC,1200,20080331
002108-E,A,1937,20070930
002108-E,A,1890,20071231
002108-E,A,1408,20080331
002108-E,ACGL,30,20071231
002108-E,MEE,120,20070930
002108-E,MEE,120,20071231
002108-E,PCBC.XX1,3400,20070930
002108-E,PCBC.XX1,3400,20071231
002108-E,PCBC.XX1,3400,20080331
002108-E,NOV,227,20071231
002108-E,NOV,2100,20080331
002108-E,SLV,95,20070930
002108-E,SLV,195,20071231
002108-E,SLV,195,20080331
002108-E,MCO,21452,20061231
002108-E,MCO,19552,20070331
002108-E,MCO,19102,20070630
002108-E,MCO,10522,20070930
002108-E,MCO,9000,20071231
002108-E,MCO,7500,20080331
002108-E,MEDX,300,20070930
002108-E,MEDX,120,20071231
002108-E,BHI,3527,20061231
002108-E,BHI,3665,20070331
002108-E,BHI,3665,20070630
002108-E,BHI,3665,20070930
002108-E,BHI,3702,20071231
002108-E,BHI,4165,20080331
002108-E,UPS,5889,20061231
002108-E,UPS,2270,20070930
002108-E,UPS,2198,20071231
002108-E,UPS,2828,20080331
002108-E,QCOM,87760,20061231
002108-E,QCOM,84646,20070331
002108-E,QCOM,93146,20070630
002108-E,QCOM,93146,20070930
002108-E,QCOM,55696,20071231
002108-E,QCOM,17296,20080331
002108-E,WEC,2438,20070930
002108-E,WEC,2393,20071231
002108-E,WEC,2393,20080331
002108-E,GLCH,1204,20070930
002108-E,GLCH,1204,20080331
002108-E,ALB,22,20071231
002108-E,TE,2051346,20061231
002108-E,TE,2148803,20070331
002108-E,TE,2128892,20070630
002108-E,TE,2241967,20070930
002108-E,TE,1214815,20071231
002108-E,TE,474611,20080331
002108-E,ABKFQ,550,20070930
002108-E,ABKFQ,149,20080331
002108-E,PACW,924,20070930
002108-E,PACW,924,20071231
002108-E,PACW,268,20080331
002108-E,PBR.A,558168,20061231
002108-E,PBR.A,608962,20070331
002108-E,PBR.A,1157822,20070630
002108-E,PBR.A,1170622,20070930
002108-E,PBR.A,1120028,20071231
002108-E,PBR.A,764392,20080331
002108-E,MAR,6426,20061231
002108-E,MAR,6426,20070331
002108-E,MAR,6426,20070630
002108-E,MAR,6426,20070930
002108-E,MAR,6426,20071231
002108-E,MAR,26,20080331
002108-E,AGN.XX2,144,20070930
002108-E,AGN.XX2,144,20071231
002108-E,AGN.XX2,144,20080331
002108-E,EGY,4500,20070930
002108-E,EGY,5000,20080331
002108-E,NNN,500,20070930
002108-E,NNN,500,20071231
002108-E,NNN,500,20080331
002108-E,ERJ,5000,20070630
002108-E,ERJ,5000,20070930
002108-E,ERJ,5027,20071231
002108-E,ERJ,5000,20080331
002108-E,TLRD,17,20071231
002108-E,BNI,74263,20061231
002108-E,BNI,74752,20070331
002108-E,BNI,71560,20070630
002108-E,BNI,72110,20070930
002108-E,BNI,67980,20071231
002108-E,BNI,68505,20080331
002108-E,TEX,61,20071231
002108-E,NSANY,29,20071231
002108-E,ANW,26275,20070630
002108-E,ANW,31880,20070930
002108-E,ANW,33770,20071231
002108-E,ANW,150530,20080331
002108-E,MOVIQ,10000,20061231
002108-E,MOVIQ,10000,20070331
002108-E,MOVIQ,10000,20070630
002108-E,MOVIQ,20000,20070930
002108-E,SII,27,20070930
002108-E,SII,199,20071231
002108-E,MON,500,20071231
002108-E,MON,500,20080331
002108-E,SPWR,38,20071231
002108-E,CFC,9250,20061231
002108-E,CFC,7200,20070331
002108-E,CFC,2485,20070930
002108-E,CFC,1085,20071231
002108-E,CFC,1085,20080331
002108-E,MNT,4550,20061231
002108-E,MNT,2500,20070930
002108-E,MNT,2500,20071231
002108-E,MNT,1300,20080331
002108-E,ICON,7200,20070930
002108-E,ICON,3400,20071231
002108-E,ICON,3400,20080331
002108-E,GGP,1000,20070930
002108-E,GGP,1000,20071231
002108-E,GGP,1000,20080331
002108-E,FELE,22,20080331
002108-E,EEM,40,20070930
002108-E,EEM,40,20071231
002108-E,EEM,40,20080331
002108-E,CENX,163,20080331
002108-E,RAI,100,20070930
002108-E,RAI,100,20071231
002108-E,RAI,264,20080331
002108-E,PKD,84,20071231
002108-E,NOC,241,20070930
002108-E,NOC,241,20071231
002108-E,NOC,241,20080331
002108-E,FSLR,24,20071231
002108-E,TDW,14800,20061231
002108-E,TDW,13800,20070331
002108-E,TDW,13800,20070630
002108-E,TDW,13800,20070930
002108-E,TDW,13800,20071231
002108-E,TDW,3800,20080331
002108-E,HLX,54,20071231
002108-E,PXD,350,20070930
002108-E,PXD,313,20071231
002108-E,PXD,2313,20080331
002108-E,LZ,65,20071231
002108-E,YUM,740,20070930
002108-E,YUM,961,20071231
002108-E,YUM,976,20080331
002108-E,BWA,5928,20061231
002108-E,BWA,7943,20070331
002108-E,BWA,7538,20070630
002108-E,BWA,7688,20070930
002108-E,BWA,14788,20071231
002108-E,BWA,13815,20080331
002108-E,ED,736,20070930
002108-E,ED,736,20071231
002108-E,ED,736,20080331
002108-E,CCO,34710,20061231
002108-E,CCO,31970,20070331
002108-E,CCO,31930,20070630
002108-E,CCO,41800,20070930
002108-E,CCO,63080,20071231
002108-E,CCO,62320,20080331
002108-E,LLTC,39,20070930
002108-E,LLTC,71,20071231
002108-E,CF,90,20071231
002108-E,FII,26,20071231
002108-E,MOLX,63,20070930
002108-E,GIS,645378,20061231
002108-E,GIS,651330,20070331
002108-E,GIS,651352,20070630
002108-E,GIS,676409,20070930
002108-E,GIS,695559,20071231
002108-E,GIS,514504,20080331
002108-E,ITUB,700,20070930
002108-E,ITUB,92400,20071231
002108-E,ITUB,92400,20080331
002108-E,OGE,225,20070930
002108-E,OGE,225,20071231
002108-E,OGE,225,20080331
002108-E,MDLZ,2475,20070930
002108-E,MDLZ,2353,20071231
002108-E,MDLZ,1986,20080331
002108-E,BKC,115,20071231
002108-E,VNO,14,20080331
002108-E,CME,13,20071231
002108-E,AXP,449402,20061231
002108-E,AXP,434521,20070331
002108-E,AXP,424093,20070630
002108-E,AXP,473296,20070930
002108-E,AXP,446104,20071231
002108-E,AXP,333718,20080331
002108-E,GRP.XX1,983307,20061231
002108-E,GRP.XX1,997815,20070331
002108-E,GRP.XX1,965106,20070630
002108-E,GRP.XX1,950132,20070930
002108-E,GRP.XX1,942396,20071231
002108-E,GRP.XX1,872366,20080331
002108-E,HGT,4000,20070930
002108-E,HGT,5500,20071231
002108-E,HGT,5500,20080331
002108-E,RBPAA,5658,20070930
002108-E,RBPAA,5658,20071231
002108-E,RBPAA,5658,20080331
002108-E,SGA,334,20070930
002108-E,GD,3756,20061231
002108-E,GD,3756,20070331
002108-E,GD,3756,20070630
002108-E,GD,3792,20070930
002108-E,GD,3732,20071231
002108-E,GD,1232,20080331
002108-E,PEP,68200,20061231
002108-E,PEP,40650,20070331
002108-E,PEP,40650,20070630
002108-E,PEP,39351,20070930
002108-E,PEP,37851,20071231
002108-E,PEP,29941,20080331
002108-E,CDSCY,206564,20061231
002108-E,CDSCY,194059,20070331
002108-E,CDSCY,178144,20070630
002108-E,CDSCY,216187,20070930
002108-E,CDSCY,212855,20071231
002108-E,CDSCY,175262,20080331
002108-E,WYN,68,20071231
002108-E,MSFT,731891,20061231
002108-E,MSFT,532811,20070331
002108-E,MSFT,514711,20070630
002108-E,MSFT,568995,20070930
002108-E,MSFT,565021,20071231
002108-E,MSFT,326184,20080331
002108-E,PLD,16,20071231
002108-E,PAET,1500,20071231
002108-E,PAET,1500,20080331
002108-E,FDS,6900,20061231
002108-E,FDS,6950,20070331
002108-E,FDS,10050,20070630
002108-E,FDS,10650,20070930
002108-E,FDS,11191,20071231
002108-E,FDS,11520,20080331
002108-E,ADM,2544,20070930
002108-E,ADM,2664,20071231
002108-E,ADM,2044,20080331
002108-E,SVU,104,20070930
002108-E,SVU,57,20071231
002108-E,SVU,113,20080331
002108-E,FCF,10000,20061231
002108-E,FCF,10000,20070331
002108-E,FCF,10000,20070630
002108-E,FCF,10000,20070930
002108-E,CTL,20,20071231
002108-E,NP,24,20070930
002108-E,NP,24,20071231
002108-E,NP,24,20080331
002108-E,FRT,75,20080331
002108-E,TXT,41140,20070930
002108-E,TXT,41232,20071231
002108-E,TXT,9446,20080331
002108-E,CAG,2000,20070930
002108-E,CAG,1078,20071231
002108-E,MHCAX,11857,20061231
002108-E,MHCAX,12060,20070331
002108-E,MHCAX,12333,20070630
002108-E,DISCA,167,20071231
002108-E,XL,20,20070930
002108-E,NYCB,200,20070930
002108-E,NYCB,320,20071231
002108-E,NYCB,200,20080331
002108-E,QVCA,5700,20070930
002108-E,QVCA,5700,20071231
002108-E,QVCA,5700,20080331
002108-E,FOXA,109006,20061231
002108-E,FOXA,109006,20070331
002108-E,FOXA,109006,20070630
002108-E,FOXA,112708,20070930
002108-E,FOXA,111796,20071231
002108-E,FOXA,109261,20080331
002108-E,KSU,72,20071231
002108-E,DWNFQ,29,20071231
002108-E,TWX,38592,20061231
002108-E,TWX,37842,20070331
002108-E,TWX,30488,20070630
002108-E,TWX,30292,20070930
002108-E,TWX,25992,20071231
002108-E,TWX,26787,20080331
002108-E,KMP,9600,20061231
002108-E,KMP,9600,20070331
002108-E,KMP,9600,20070630
002108-E,KMP,9600,20070930
002108-E,KMP,8600,20071231
002108-E,KMP,8400,20080331
002108-E,WMT,7857,20061231
002108-E,WMT,7894,20070331
002108-E,WMT,8167,20070630
002108-E,WMT,7922,20070930
002108-E,WMT,11642,20071231
002108-E,WMT,10307,20080331
002108-E,VLO,480088,20061231
002108-E,VLO,447055,20070331
002108-E,VLO,4393,20070630
002108-E,VLO,4355,20070930
002108-E,VLO,3853,20071231
002108-E,VLO,2724,20080331
002108-E,IPG,173,20071231
002108-E,IPG,263,20080331
002108-E,PEG,135,20070930
002108-E,PEG,135,20071231
002108-E,PEG,270,20080331
002108-E,C.PRO,10000,20061231
002108-E,C.PRO,10000,20070331
002108-E,C.PRO,10000,20070630
002108-E,AM.XX1,800,20070930
002108-E,AM.XX1,800,20071231
002108-E,HD,17290,20061231
002108-E,HD,14050,20070331
002108-E,HD,14250,20070630
002108-E,HD,14250,20070930
002108-E,HD,13540,20071231
002108-E,HD,14191,20080331
002108-E,TXU,695996,20061231
002108-E,TXU,404737,20070331
002108-E,TXU,46714,20070630
002108-E,TXU,33733,20070930
002108-E,BMT,10000,20070930
002108-E,BMT,10000,20071231
002108-E,PTY,49049,20070930
002108-E,PTY,44885,20071231
002108-E,PTY,9615,20080331
002108-E,GCH,16600,20061231
002108-E,GCH,16600,20070331
002108-E,GCH,16600,20070630
002108-E,GCH,16350,20070930
002108-E,GCH,16350,20071231
002108-E,GCH,16350,20080331
002108-E,MCD,7556,20061231
002108-E,MCD,9961,20070331
002108-E,MCD,9861,20070630
002108-E,MCD,9961,20070930
002108-E,MCD,10098,20071231
002108-E,MCD,4707,20080331
002108-E,ERC,5197,20070930
002108-E,ERC,5197,20071231
002108-E,IXJ,2320,20070930
002108-E,IXJ,2320,20071231
002108-E,PBR,2400,20061231
002108-E,PBR,2400,20070331
002108-E,PBR,4800,20070630
002108-E,PBR,4800,20070930
002108-E,PBR,5400,20071231
002108-E,PBR,5728,20080331
002108-E,DNA,60802,20061231
002108-E,DNA,61595,20070331
002108-E,DNA,62345,20070630
002108-E,DNA,65465,20070930
002108-E,DNA,65290,20071231
