Institution ID,Security Ticker,Shares Held,Position report date
002K7W-E,WFC,25126,20070630
002K7W-E,WFC,23529,20070930
002K7W-E,WFC,24232,20071231
002K7W-E,WFC,24232,20080331
002K7W-E,WFC,24232,20080630
002K7W-E,WFC,24232,20080930
002K7W-E,WFC,23337,20081231
002K7W-E,WFC,23735,20090331
002K7W-E,WFC,21220,20090630
002K7W-E,WFC,20822,20090930
002K7W-E,WFC,20522,20091231
002K7W-E,WFC,20522,20100331
002K7W-E,WFC,20322,20100630
002K7W-E,WFC,20322,20100930
002K7W-E,WFC,19768,20101231
002K7W-E,FMD,69230,20061231
002K7W-E,FMD,71380,20070331
002K7W-E,FMD,87972,20070630
002K7W-E,FMD,85790,20070930
002K7W-E,FMD,82531,20071231
002K7W-E,FMD,83814,20080331
002K7W-E,FMD,73165,20080630
002K7W-E,FMD,73265,20080930
002K7W-E,FMD,36535,20081231
002K7W-E,FMD,34398,20090331
002K7W-E,FMD,32498,20090630
002K7W-E,MAS,26650,20061231
002K7W-E,MAS,27275,20070331
002K7W-E,MAS,29150,20070630
002K7W-E,MAS,15450,20070930
002K7W-E,MAS,18425,20071231
002K7W-E,MAS,28775,20080331
002K7W-E,MAS,53150,20080630
002K7W-E,MAS,53350,20080930
002K7W-E,MAS,64100,20081231
002K7W-E,MAS,70100,20090331
002K7W-E,MAS,77650,20090630
002K7W-E,MAS,75400,20090930
002K7W-E,MAS,61000,20091231
002K7W-E,MAS,53130,20100331
002K7W-E,MAS,21530,20100630
002K7W-E,MAS,19130,20100930
002K7W-E,MAS,15700,20101231
002K7W-E,KRB.PRD,13800,20091231
002K7W-E,KRB.PRD,12800,20100331
002K7W-E,BBBY,37575,20061231
002K7W-E,BBBY,38800,20070331
002K7W-E,BBBY,41580,20070630
002K7W-E,BBBY,44605,20070930
002K7W-E,BBBY,41405,20071231
002K7W-E,BBBY,41405,20080331
002K7W-E,BBBY,34360,20080630
002K7W-E,BBBY,35210,20080930
002K7W-E,BBBY,37710,20081231
002K7W-E,BBBY,37910,20090331
002K7W-E,BBBY,38960,20090630
002K7W-E,BBBY,38860,20090930
002K7W-E,BBBY,38210,20091231
002K7W-E,BBBY,35930,20100331
002K7W-E,BBBY,14755,20100630
002K7W-E,BBBY,14405,20100930
002K7W-E,BBBY,12205,20101231
002K7W-E,XOM,92904,20061231
002K7W-E,XOM,92629,20070331
002K7W-E,XOM,91663,20070630
002K7W-E,XOM,88968,20070930
002K7W-E,XOM,88738,20071231
002K7W-E,XOM,77435,20080331
002K7W-E,XOM,69379,20080630
002K7W-E,XOM,70224,20080930
002K7W-E,XOM,67009,20081231
002K7W-E,XOM,66199,20090331
002K7W-E,XOM,61862,20090630
002K7W-E,XOM,61412,20090930
002K7W-E,XOM,60602,20091231
002K7W-E,XOM,60997,20100331
002K7W-E,XOM,60771,20100630
002K7W-E,XOM,63108,20100930
002K7W-E,XOM,61374,20101231
002K7W-E,RSP,98194,20061231
002K7W-E,RSP,99084,20070331
002K7W-E,RSP,101284,20070630
002K7W-E,RSP,103884,20070930
002K7W-E,RSP,106592,20071231
002K7W-E,RSP,104122,20080331
002K7W-E,RSP,12347,20080630
002K7W-E,RSP,102279,20080930
002K7W-E,RSP,94759,20081231
002K7W-E,RSP,104159,20090331
002K7W-E,RSP,100939,20090630
002K7W-E,RSP,104614,20090930
002K7W-E,FITB,85215,20061231
002K7W-E,FITB,96270,20070331
002K7W-E,FITB,94895,20070630
002K7W-E,FITB,84320,20070930
002K7W-E,FITB,18120,20071231
002K7W-E,FITB,17920,20080331
002K7W-E,FITB,14920,20080630
002K7W-E,FITB,13420,20080930
002K7W-E,FITB,11895,20081231
002K7W-E,FITB,11070,20090331
002K7W-E,FITB,10320,20090630
002K7W-E,FITB,10320,20090930
002K7W-E,RYE,7925,20070930
002K7W-E,RYE,7925,20071231
002K7W-E,RYE,7225,20080331
002K7W-E,RYE,7655,20080930
002K7W-E,RYE,7655,20081231
002K7W-E,RYE,8555,20090331
002K7W-E,RYE,16630,20090630
002K7W-E,RYE,19130,20090930
002K7W-E,PFE,17800,20080331
002K7W-E,PFE,15340,20080630
002K7W-E,PFE,15340,20080930
002K7W-E,PFE,18480,20081231
002K7W-E,PFE,17780,20090331
002K7W-E,PFE,17780,20090630
002K7W-E,PFE,27805,20090930
002K7W-E,PFE,16555,20091231
002K7W-E,PFE,16555,20100331
002K7W-E,PFE,15465,20100630
002K7W-E,PFE,59865,20100930
002K7W-E,PFE,53865,20101231
002K7W-E,UGI,47800,20090630
002K7W-E,UGI,47345,20090930
002K7W-E,UGI,46915,20091231
002K7W-E,UGI,43030,20100331
002K7W-E,UGI,37300,20100630
002K7W-E,UGI,36405,20100930
002K7W-E,UGI,31145,20101231
002K7W-E,SLMAP,17850,20091231
002K7W-E,CSCO,120145,20061231
002K7W-E,CSCO,120270,20070331
002K7W-E,CSCO,126215,20070630
002K7W-E,CSCO,121270,20070930
002K7W-E,CSCO,119594,20071231
002K7W-E,CSCO,118894,20080331
002K7W-E,CSCO,133909,20080630
002K7W-E,CSCO,132659,20080930
002K7W-E,CSCO,120111,20081231
002K7W-E,CSCO,126661,20090331
002K7W-E,CSCO,122561,20090630
002K7W-E,CSCO,121165,20090930
002K7W-E,CSCO,119765,20091231
002K7W-E,CSCO,112365,20100331
002K7W-E,CSCO,79975,20100630
002K7W-E,CSCO,81035,20100930
002K7W-E,CSCO,74385,20101231
002K7W-E,CBG,70350,20071231
002K7W-E,CBG,67450,20080331
002K7W-E,CBG,65050,20080630
002K7W-E,CBG,64250,20080930
002K7W-E,CBG,54500,20081231
002K7W-E,CBG,51900,20090331
002K7W-E,CBG,65350,20090630
002K7W-E,CBG,59200,20090930
002K7W-E,CBG,57700,20091231
002K7W-E,CBG,49000,20100331
002K7W-E,CBG,48600,20100630
002K7W-E,AFR,75425,20061231
002K7W-E,AFR,83225,20070331
002K7W-E,AFR,79650,20070630
002K7W-E,AFR,120825,20070930
002K7W-E,AFR,118525,20071231
002K7W-E,AFR,113825,20080331
002K7W-E,VMC,32615,20091231
002K7W-E,VMC,31960,20100331
002K7W-E,VMC,21645,20100630
002K7W-E,VMC,26895,20100930
002K7W-E,VMC,19340,20101231
002K7W-E,BKS,69225,20061231
002K7W-E,BKS,69250,20070331
002K7W-E,COP,27960,20061231
002K7W-E,COP,29934,20070331
002K7W-E,COP,29472,20070630
002K7W-E,COP,30672,20070930
002K7W-E,COP,31472,20071231
002K7W-E,COP,31497,20080331
002K7W-E,COP,30697,20080630
002K7W-E,COP,31197,20080930
002K7W-E,COP,27170,20081231
002K7W-E,COP,27270,20090331
002K7W-E,COP,32970,20090630
002K7W-E,COP,33420,20090930
002K7W-E,COP,48665,20091231
002K7W-E,COP,45065,20100331
002K7W-E,COP,45015,20100630
002K7W-E,COP,45074,20100930
002K7W-E,COP,43866,20101231
002K7W-E,HON,47510,20061231
002K7W-E,HON,46880,20070331
002K7W-E,HON,46545,20070630
002K7W-E,HON,45795,20070930
002K7W-E,HON,45695,20071231
002K7W-E,HON,47360,20080331
002K7W-E,HON,48125,20080630
002K7W-E,HON,50625,20080930
002K7W-E,HON,50590,20081231
002K7W-E,HON,49890,20090331
002K7W-E,HON,47240,20090630
002K7W-E,HON,44740,20090930
002K7W-E,HON,44040,20091231
002K7W-E,HON,43940,20100331
002K7W-E,HON,43640,20100630
002K7W-E,HON,43240,20100930
002K7W-E,HON,42940,20101231
002K7W-E,HAL,26214,20061231
002K7W-E,HAL,26214,20070331
002K7W-E,HAL,15556,20070630
002K7W-E,HAL,15557,20070930
002K7W-E,HAL,22185,20071231
002K7W-E,HAL,19948,20080331
002K7W-E,HAL,18168,20080630
002K7W-E,HAL,16940,20080930
002K7W-E,HAL,12276,20081231
002K7W-E,HAL,12276,20090331
002K7W-E,HAL,11880,20090630
002K7W-E,HAL,11480,20090930
002K7W-E,HAL,11480,20091231
002K7W-E,HAL,11480,20100331
002K7W-E,HAL,7368,20100930
002K7W-E,HAL,7368,20101231
002K7W-E,AHL.PRA,86591,20091231
002K7W-E,AHL.PRA,84575,20100331
002K7W-E,AHL.PRA,20950,20100630
002K7W-E,AHL.PRA,20750,20100930
002K7W-E,AHL.PRA,15700,20101231
002K7W-E,GENZ,8349,20061231
002K7W-E,GENZ,7999,20070331
002K7W-E,GENZ,7999,20070630
002K7W-E,GENZ,7999,20070930
002K7W-E,GENZ,7859,20071231
002K7W-E,GENZ,7780,20080331
002K7W-E,GENZ,8180,20080630
002K7W-E,GENZ,8380,20080930
002K7W-E,GENZ,6630,20081231
002K7W-E,GENZ,6630,20090331
002K7W-E,GENZ,7690,20090630
002K7W-E,GENZ,7590,20090930
002K7W-E,GENZ,7590,20091231
002K7W-E,GENZ,4150,20100331
002K7W-E,GENZ,4150,20100630
002K7W-E,MBT,100000,20100630
002K7W-E,MBT,22,20100930
002K7W-E,MBT,47,20101231
002K7W-E,CVX,3220,20061231
002K7W-E,CVX,3220,20070331
002K7W-E,CVX,3016,20070630
002K7W-E,CVX,3016,20070930
002K7W-E,CVX,2812,20071231
002K7W-E,CVX,2812,20080331
002K7W-E,CVX,2812,20080630
002K7W-E,CVX,2812,20080930
002K7W-E,CVX,2812,20081231
002K7W-E,IBM,40378,20061231
002K7W-E,IBM,40128,20070331
002K7W-E,IBM,38944,20070630
002K7W-E,IBM,38494,20070930
002K7W-E,IBM,38440,20071231
002K7W-E,IBM,36850,20080331
002K7W-E,IBM,32800,20080630
002K7W-E,IBM,32555,20080930
002K7W-E,IBM,28710,20081231
002K7W-E,IBM,28310,20090331
002K7W-E,IBM,26220,20090630
002K7W-E,IBM,26270,20090930
002K7W-E,IBM,26270,20091231
002K7W-E,IBM,25970,20100331
002K7W-E,IBM,23210,20100630
002K7W-E,IBM,23640,20100930
002K7W-E,IBM,22909,20101231
002K7W-E,WRI,13606,20061231
002K7W-E,WRI,13606,20070331
002K7W-E,WRI,13606,20070630
002K7W-E,WRI,13606,20070930
002K7W-E,WRI,13606,20071231
002K7W-E,WRI,13606,20080331
002K7W-E,WRI,16106,20080630
002K7W-E,WRI,13900,20080930
002K7W-E,MES.H,290000,20100331
002K7W-E,MES.H,290000,20100630
002K7W-E,MES.H,277500,20100930
002K7W-E,MES.H,277500,20101231
002K7W-E,TAYCP,26800,20091231
002K7W-E,TAYCP,25800,20100331
002K7W-E,JPM,10972,20061231
002K7W-E,JPM,10972,20070331
002K7W-E,JPM,10900,20070630
002K7W-E,JPM,10900,20070930
002K7W-E,JPM,11700,20071231
002K7W-E,JPM,11100,20080331
002K7W-E,JPM,10900,20080630
002K7W-E,JPM,10900,20080930
002K7W-E,JPM,8800,20081231
002K7W-E,JPM,8800,20090331
002K7W-E,JPM,8800,20090630
002K7W-E,JPM,8800,20090930
002K7W-E,JPM,8800,20091231
002K7W-E,JPM,6800,20100331
002K7W-E,JPM,6800,20100630
002K7W-E,JPM,6800,20100930
002K7W-E,JPM,6200,20101231
002K7W-E,LOW,6520,20061231
002K7W-E,GE,63054,20061231
002K7W-E,GE,60554,20070331
002K7W-E,GE,60997,20070630
002K7W-E,GE,58747,20070930
002K7W-E,GE,64151,20071231
002K7W-E,GE,71801,20080331
002K7W-E,GE,69672,20080630
002K7W-E,GE,70172,20080930
002K7W-E,GE,70672,20081231
002K7W-E,GE,94122,20090331
002K7W-E,GE,102022,20090630
002K7W-E,GE,106897,20090930
002K7W-E,GE,99897,20091231
002K7W-E,GE,90627,20100331
002K7W-E,GE,62202,20100630
002K7W-E,GE,61202,20100930
002K7W-E,GE,46750,20101231
002K7W-E,DVY,42112,20091231
002K7W-E,DVY,38362,20100331
002K7W-E,INTC,39343,20061231
002K7W-E,INTC,113020,20070331
002K7W-E,INTC,110470,20070630
002K7W-E,INTC,109775,20070930
002K7W-E,INTC,108450,20071231
002K7W-E,INTC,100750,20080331
002K7W-E,INTC,98190,20080630
002K7W-E,INTC,95463,20080930
002K7W-E,INTC,88533,20081231
002K7W-E,INTC,83093,20090331
002K7W-E,INTC,75235,20090630
002K7W-E,INTC,74735,20090930
002K7W-E,INTC,74735,20091231
002K7W-E,INTC,67185,20100331
002K7W-E,INTC,55185,20100630
002K7W-E,INTC,55185,20100930
002K7W-E,INTC,52375,20101231
002K7W-E,APC,57325,20061231
002K7W-E,APC,58025,20070331
002K7W-E,APC,57975,20070630
002K7W-E,APC,57125,20070930
002K7W-E,APC,56700,20071231
002K7W-E,APC,55075,20080331
002K7W-E,APC,51680,20080630
002K7W-E,APC,57280,20080930
002K7W-E,APC,62660,20081231
002K7W-E,APC,62090,20090331
002K7W-E,APC,55265,20090630
002K7W-E,APC,41045,20090930
002K7W-E,APC,40895,20091231
002K7W-E,APC,35000,20100331
002K7W-E,APC,33000,20100630
002K7W-E,APC,30925,20100930
002K7W-E,APC,25950,20101231
002K7W-E,CWH.PRB,17253,20091231
002K7W-E,CWH.PRB,16666,20100331
002K7W-E,HES,25030,20061231
002K7W-E,HES,23910,20070331
002K7W-E,HES,22770,20070630
002K7W-E,HES,22525,20070930
002K7W-E,HES,21278,20071231
002K7W-E,HES,20812,20080331
002K7W-E,HES,16555,20080630
002K7W-E,HES,16555,20080930
002K7W-E,HES,15559,20081231
002K7W-E,HES,15337,20090331
002K7W-E,HES,13692,20090630
002K7W-E,HES,13692,20090930
002K7W-E,HES,13692,20091231
002K7W-E,HES,12792,20100331
002K7W-E,HES,12792,20100630
002K7W-E,HES,10947,20100930
002K7W-E,HES,10947,20101231
002K7W-E,T,8711,20061231
002K7W-E,T,7611,20070331
002K7W-E,T,7329,20070630
002K7W-E,T,5500,20071231
002K7W-E,T,5500,20080331
002K7W-E,AES,15200,20061231
002K7W-E,AES,13500,20070331
002K7W-E,AES,13200,20070630
002K7W-E,AES,12200,20070930
002K7W-E,AES,12200,20071231
002K7W-E,AES,12200,20080331
002K7W-E,AES,12200,20080630
002K7W-E,AES,12200,20080930
002K7W-E,AES,12200,20081231
002K7W-E,AES,12200,20090331
002K7W-E,AES,10700,20090630
002K7W-E,AES,10700,20090930
002K7W-E,ABT,77907,20061231
002K7W-E,ABT,76057,20070331
002K7W-E,ABT,75686,20070630
002K7W-E,ABT,73936,20070930
002K7W-E,ABT,75476,20071231
002K7W-E,ABT,71276,20080331
002K7W-E,ABT,64231,20080630
002K7W-E,ABT,63381,20080930
002K7W-E,ABT,62956,20081231
002K7W-E,ABT,63056,20090331
002K7W-E,ABT,60931,20090630
002K7W-E,ABT,59606,20091231
002K7W-E,ABT,59116,20100331
002K7W-E,ABT,42061,20100630
002K7W-E,ABT,45026,20100930
002K7W-E,ABT,41531,20101231
002K7W-E,NBR,5214,20080630
002K7W-E,BAC,10472,20061231
002K7W-E,BAC,9472,20070331
002K7W-E,BAC,8572,20070630
002K7W-E,BAC,8572,20070930
002K7W-E,BAC,8072,20071231
002K7W-E,BAC,7292,20080331
002K7W-E,NVDA,74855,20100630
002K7W-E,NVDA,77955,20100930
002K7W-E,NVDA,71675,20101231
002K7W-E,MBI,75731,20061231
002K7W-E,MBI,76031,20070331
002K7W-E,MBI,76356,20070630
002K7W-E,MBI,76286,20070930
002K7W-E,MBI,12470,20071231
002K7W-E,USB,8375,20061231
002K7W-E,USB,8375,20070331
002K7W-E,USB,8375,20070630
002K7W-E,USB,8375,20070930
002K7W-E,USB,8375,20071231
002K7W-E,USB,8375,20080331
002K7W-E,USB,8375,20080630
002K7W-E,USB,8375,20080930
002K7W-E,USB,8375,20081231
002K7W-E,MMM,37250,20061231
002K7W-E,MMM,39450,20070331
002K7W-E,MMM,44000,20070630
002K7W-E,MMM,43250,20070930
002K7W-E,MMM,43025,20071231
002K7W-E,MMM,43225,20080331
002K7W-E,MMM,40987,20080630
002K7W-E,MMM,39937,20080930
002K7W-E,MMM,39662,20081231
002K7W-E,MMM,41812,20090331
002K7W-E,MMM,40262,20090630
002K7W-E,MMM,39887,20090930
002K7W-E,MMM,38612,20091231
002K7W-E,MMM,35897,20100331
002K7W-E,MMM,22382,20100630
002K7W-E,MMM,22132,20100930
002K7W-E,MMM,21162,20101231
002K7W-E,ISG,27300,20091231
002K7W-E,ISG,26300,20100331
002K7W-E,ISG,17300,20100630
002K7W-E,ISG,17300,20100930
002K7W-E,ISG,14200,20101231
002K7W-E,SPG,3200,20061231
002K7W-E,SPG,3200,20070331
002K7W-E,SPG,3200,20070630
002K7W-E,SPG,3200,20070930
002K7W-E,SPG,3200,20071231
002K7W-E,SPG,3200,20080331
002K7W-E,SPG,3200,20080630
002K7W-E,SPG,3200,20080930
002K7W-E,PG,3381,20061231
002K7W-E,PG,3381,20070331
002K7W-E,PG,2922,20070930
002K7W-E,PG,2809,20071231
002K7W-E,AFE,21075,20091231
002K7W-E,AFE,18875,20100331
002K7W-E,RUSHA,139650,20061231
002K7W-E,RUSHA,138960,20070331
002K7W-E,RUSHA,138060,20070630
002K7W-E,RUSHA,135910,20070930
002K7W-E,RUSHA,202815,20071231
002K7W-E,RUSHA,210565,20080331
002K7W-E,RUSHA,21465,20080630
002K7W-E,RUSHA,193875,20080930
002K7W-E,RUSHA,183425,20081231
002K7W-E,RUSHA,178425,20090331
002K7W-E,RUSHA,170075,20090630
002K7W-E,RUSHA,165925,20090930
002K7W-E,RUSHA,164325,20091231
002K7W-E,RUSHA,150075,20100331
002K7W-E,RUSHA,148850,20100630
002K7W-E,RUSHA,143600,20100930
002K7W-E,RUSHA,138350,20101231
002K7W-E,AIG,71075,20061231
002K7W-E,AIG,70050,20070331
002K7W-E,AIG,80088,20070630
002K7W-E,AIG,77818,20070930
002K7W-E,AIG,76090,20071231
002K7W-E,AIG,83612,20080331
002K7W-E,AIG,82664,20080630
002K7W-E,AIG,85564,20080930
002K7W-E,AIG,20734,20081231
002K7W-E,AIG,18728,20090331
002K7W-E,BHE,32942,20061231
002K7W-E,BHE,32942,20070331
002K7W-E,BHE,32942,20070630
002K7W-E,BHE,32942,20070930
002K7W-E,BHE,32942,20071231
002K7W-E,BHE,30792,20080331
002K7W-E,TXN,26387,20061231
002K7W-E,TXN,26187,20070331
002K7W-E,TXN,25350,20070630
002K7W-E,TXN,24750,20070930
002K7W-E,TXN,24520,20071231
002K7W-E,TXN,24370,20080331
002K7W-E,TXN,23170,20080630
002K7W-E,TXN,29100,20080930
002K7W-E,TXN,29550,20081231
002K7W-E,TXN,39550,20090331
002K7W-E,TXN,39150,20090630
002K7W-E,TXN,39375,20090930
002K7W-E,TXN,39575,20091231
002K7W-E,TXN,39575,20100331
002K7W-E,TXN,10950,20100630
002K7W-E,TXN,11200,20100930
002K7W-E,TXN,11200,20101231
002K7W-E,ESV,4000,20061231
002K7W-E,ESV,4000,20070331
002K7W-E,ESV,4000,20070630
002K7W-E,ESV,4000,20070930
002K7W-E,ESV,4000,20071231
002K7W-E,ESV,4000,20080331
002K7W-E,ESV,4000,20080630
002K7W-E,ESV,4000,20080930
002K7W-E,ESV,4000,20101231
002K7W-E,SLB,11950,20061231
002K7W-E,SLB,11950,20070331
002K7W-E,SLB,11950,20070630
002K7W-E,SLB,11700,20070930
002K7W-E,SLB,11700,20071231
002K7W-E,SLB,15298,20080331
002K7W-E,SLB,15298,20080630
002K7W-E,SLB,15298,20080930
002K7W-E,SLB,14998,20081231
002K7W-E,SLB,14998,20090331
002K7W-E,SLB,14998,20090630
002K7W-E,SLB,14998,20090930
002K7W-E,SLB,14698,20091231
002K7W-E,SLB,14698,20100331
002K7W-E,SLB,14698,20100630
002K7W-E,SLB,14698,20100930
002K7W-E,SLB,13448,20101231
002K7W-E,KO,76782,20061231
002K7W-E,KO,76682,20070331
002K7W-E,KO,75497,20070630
002K7W-E,KO,74272,20070930
002K7W-E,KO,73787,20071231
002K7W-E,KO,72762,20080331
002K7W-E,KO,68937,20080630
002K7W-E,KO,67587,20080930
002K7W-E,KO,63737,20081231
002K7W-E,KO,63357,20090331
002K7W-E,KO,60895,20090630
002K7W-E,KO,61117,20090930
002K7W-E,KO,60287,20091231
002K7W-E,KO,59917,20100331
002K7W-E,KO,39020,20100630
002K7W-E,KO,38820,20100930
002K7W-E,KO,37650,20101231
002K7W-E,AVT,21704,20061231
002K7W-E,AVT,21704,20070331
002K7W-E,AVT,21704,20070630
002K7W-E,AVT,21704,20070930
002K7W-E,AVT,21704,20071231
002K7W-E,AVT,21704,20080331
002K7W-E,AVT,21704,20080630
002K7W-E,AVT,21704,20080930
002K7W-E,AVT,21704,20081231
002K7W-E,AVT,21008,20090331
002K7W-E,AVT,21008,20090630
002K7W-E,AVT,21008,20090930
002K7W-E,AVT,21008,20091231
002K7W-E,AVT,18908,20100331
002K7W-E,AVT,18908,20100630
002K7W-E,AVT,18708,20100930
002K7W-E,AVT,18608,20101231
002K7W-E,C,38985,20061231
002K7W-E,C,41060,20070331
002K7W-E,C,41113,20070630
002K7W-E,C,53173,20070930
002K7W-E,JNJ,62869,20061231
002K7W-E,JNJ,63729,20070331
002K7W-E,JNJ,62679,20070630
002K7W-E,JNJ,62279,20070930
002K7W-E,JNJ,62239,20071231
002K7W-E,JNJ,61864,20080331
002K7W-E,JNJ,56164,20080630
002K7W-E,JNJ,54804,20080930
002K7W-E,JNJ,49884,20081231
002K7W-E,JNJ,49399,20090331
002K7W-E,JNJ,48754,20090630
002K7W-E,JNJ,48404,20090930
002K7W-E,JNJ,47704,20091231
002K7W-E,JNJ,44769,20100331
002K7W-E,JNJ,28480,20100630
002K7W-E,JNJ,29430,20100930
002K7W-E,JNJ,27360,20101231
002K7W-E,AMGN,34457,20061231
002K7W-E,AMGN,34207,20070331
002K7W-E,AMGN,34139,20070630
002K7W-E,AMGN,29319,20070930
002K7W-E,AMGN,22350,20071231
002K7W-E,AMGN,21615,20080331
002K7W-E,AMGN,18325,20080630
002K7W-E,AMGN,20575,20080930
002K7W-E,AMGN,20000,20081231
002K7W-E,AMGN,19000,20090331
002K7W-E,AMGN,19000,20090630
002K7W-E,AMGN,15850,20090930
002K7W-E,AMGN,15850,20091231
002K7W-E,AMGN,15550,20100331
002K7W-E,AMGN,15350,20100630
002K7W-E,AMGN,14450,20100930
002K7W-E,AMGN,13750,20101231
002K7W-E,HOG,70255,20070930
002K7W-E,HOG,69035,20071231
002K7W-E,HOG,65795,20080331
002K7W-E,HOG,61745,20080630
002K7W-E,HOG,59845,20080930
002K7W-E,HOG,70440,20081231
002K7W-E,HOG,72905,20090331
002K7W-E,HOG,67160,20090630
002K7W-E,HOG,66060,20090930
002K7W-E,HOG,58990,20091231
002K7W-E,HOG,45125,20100331
002K7W-E,HJR,24215,20091231
002K7W-E,HJR,22015,20100331
002K7W-E,BUD.XX1,46030,20061231
002K7W-E,BUD.XX1,46430,20070331
002K7W-E,BUD.XX1,47165,20070630
002K7W-E,BUD.XX1,54625,20070930
002K7W-E,BUD.XX1,55150,20071231
002K7W-E,BUD.XX1,55000,20080331
002K7W-E,BUD.XX1,48880,20080630
002K7W-E,NBL,2500,20080630
002K7W-E,GLD,10655,20081231
002K7W-E,GLD,11575,20090331
002K7W-E,GLD,12615,20090630
002K7W-E,GLD,14355,20090930
002K7W-E,CELG,52085,20061231
002K7W-E,CELG,51485,20070331
002K7W-E,CELG,50435,20070630
002K7W-E,CELG,51125,20070930
002K7W-E,CELG,49525,20071231
002K7W-E,CELG,50400,20080331
002K7W-E,CELG,48375,20080630
002K7W-E,CELG,48375,20080930
002K7W-E,CELG,44575,20081231
002K7W-E,CELG,44175,20090331
002K7W-E,CELG,57825,20090630
002K7W-E,CELG,58414,20090930
002K7W-E,CELG,57364,20091231
002K7W-E,CELG,54834,20100331
002K7W-E,CELG,41579,20100630
002K7W-E,CELG,40779,20100930
002K7W-E,CELG,38514,20101231
002K7W-E,ZION,4376,20061231
002K7W-E,ZION,4376,20070331
002K7W-E,ZION,4376,20070630
002K7W-E,ZION,4376,20070930
002K7W-E,ZION,4376,20071231
002K7W-E,DDR.PRG,34254,20091231
002K7W-E,DDR.PRG,34454,20100331
002K7W-E,WYE,39426,20061231
002K7W-E,WYE,39426,20070331
002K7W-E,WYE,38426,20070630
002K7W-E,WYE,36626,20070930
002K7W-E,WYE,36646,20071231
002K7W-E,WYE,35976,20080331
002K7W-E,WYE,35176,20080630
002K7W-E,WYE,37326,20080930
002K7W-E,WYE,40726,20081231
002K7W-E,WYE,39876,20090331
003G7K-E,RPT,693900,20061231
003G7K-E,RPT,693900,20070331
003G7K-E,RPT,764600,20070630
003G7K-E,RPT,914200,20070930
003G7K-E,RPT,914200,20071231
003G7K-E,RPT,652236,20080331
003G7K-E,RPT,439173,20080630
003G7K-E,RPT,404773,20080930
003G7K-E,RPT,286158,20081231
003G7K-E,HT,1643000,20100331
003G7K-E,HT,1545100,20100630
003G7K-E,HT,1545100,20100930
003G7K-E,HT,1532300,20101231
003G7K-E,LSE,606300,20070630
003G7K-E,LSE,2578038,20070930
003G7K-E,LSE,2778738,20071231
003G7K-E,LSE,3013938,20080331
003G7K-E,LSE,3013938,20080630
003G7K-E,LSE,2952638,20080930
003G7K-E,LSE,2952638,20081231
003G7K-E,LSE,2773938,20090331
003G7K-E,LSE,2621944,20090630
003G7K-E,LSE,2631644,20090930
003G7K-E,LSE,2631644,20091231
003G7K-E,LSE,2396644,20100331
003G7K-E,LSE,2337944,20100630
003G7K-E,LSE,2654509,20100930
003G7K-E,LSE,2634009,20101231
003G7K-E,PKY.XX1,130200,20100331
003G7K-E,PKY.XX1,134100,20100630
003G7K-E,WCIMQ,333100,20071231
003G7K-E,WCIMQ,333100,20080331
003G7K-E,WCIMQ,333100,20080630
003G7K-E,CSU,569000,20070630
003G7K-E,CSU,977700,20070930
003G7K-E,CSU,1056238,20071231
003G7K-E,CSU,1303156,20080331
003G7K-E,CSU,1486447,20080630
003G7K-E,CSU,1486447,20080930
003G7K-E,CSU,1396209,20081231
003G7K-E,CSU,1379505,20090331
003G7K-E,CSU,1151705,20090630
003G7K-E,CSU,1156005,20090930
003G7K-E,CSU,534200,20091231
003G7K-E,VNO,632300,20081231
003G7K-E,VNO,787844,20090331
003G7K-E,VNO,1091449,20090630
003G7K-E,VNO,1169592,20090930
003G7K-E,VNO,796361,20091231
003G7K-E,VNO,639133,20100331
003G7K-E,VNO,583887,20100630
003G7K-E,VNO,565987,20100930
003G7K-E,VNO,511387,20101231
003G7K-E,CLNY,750000,20101231
003G7K-E,PLD,1432441,20081231
003G7K-E,PLD,4095155,20090331
003G7K-E,PLD,3534555,20090630
003G7K-E,PLD,3659938,20090930
003G7K-E,PLD,2866758,20091231
003G7K-E,PLD,2047996,20100331
003G7K-E,PLD,3373696,20100630
003G7K-E,PLD,3821396,20100930
003G7K-E,PLD,2566117,20101231
003G7K-E,CPT,303800,20071231
003G7K-E,CPT,1416600,20090630
003G7K-E,CPT,1830200,20090930
003G7K-E,CPT,1706300,20091231
003G7K-E,CPT,1716200,20100331
003G7K-E,CPT,1763600,20100630
003G7K-E,CPT,1846757,20100930
003G7K-E,CPT,543114,20101231
003G7K-E,PLD.XX2,865000,20090331
003G7K-E,PLD.XX2,2377000,20090630
003G7K-E,PLD.XX2,2132500,20100630
003G7K-E,PLD.XX2,2598800,20100930
003G7K-E,PLD.XX2,5635680,20101231
003G7K-E,TARRQ,130000,20070331
003G7K-E,SRZ,917300,20070331
003G7K-E,SRZ,1399200,20070630
003G7K-E,SRZ,1914090,20070930
003G7K-E,SRZ,2278390,20071231
003G7K-E,SRZ,2851525,20080331
003G7K-E,SRZ,3046690,20080630
003G7K-E,SRZ,3197490,20080930
003G7K-E,SRZ,4103820,20081231
003G7K-E,SRZ,4103820,20090331
003G7K-E,SRZ,4212620,20090630
003G7K-E,SRZ,4212620,20090930
003G7K-E,SRZ,4890820,20091231
003G7K-E,SRZ,4890820,20100331
003G7K-E,SRZ,4322176,20100630
003G7K-E,SRZ,4473602,20100930
